id,lt10_prob
0,0.557667076587677
1,0.47107428312301636
2,0.6716060638427734
3,0.5694535970687866
4,0.6842970252037048
5,0.6005486845970154
6,0.6613274216651917
7,0.6492611169815063
8,0.6139802932739258
9,0.5559006929397583
10,0.6748606562614441
11,0.5984320640563965
12,0.4923335909843445
13,0.5973563194274902
14,0.5526578426361084
15,0.656052827835083
16,0.6574358344078064
17,0.4762776494026184
18,0.6835668087005615
19,0.5893283486366272
20,0.643090546131134
21,0.6536365151405334
22,0.4621680974960327
23,0.5124982595443726
24,0.6020768284797668
25,0.6101452708244324
26,0.6055068969726562
27,0.6502612233161926
28,0.6293148994445801
29,0.6357915997505188
30,0.6737117767333984
31,0.6541048884391785
32,0.6623431444168091
33,0.3946687877178192
34,0.5935784578323364
35,0.6813488602638245
36,0.6489046216011047
37,0.6399393677711487
38,0.5906504988670349
39,0.6429960131645203
40,0.6480876207351685
41,0.6307437419891357
42,0.6481746435165405
43,0.649024486541748
44,0.39830508828163147
45,0.49681487679481506
46,0.5151694416999817
47,0.6499430537223816
48,0.674802303314209
49,0.5681440234184265
50,0.6706473231315613
51,0.6821273565292358
52,0.6737158894538879
53,0.6908854246139526
54,0.6709779500961304
55,0.6670194268226624
56,0.6874707937240601
57,0.6645095944404602
58,0.6788711547851562
59,0.6540569067001343
60,0.6440874934196472
61,0.6689652800559998
62,0.5949587821960449
63,0.6294457912445068
64,0.6900978088378906
65,0.6733129620552063
66,0.6695191860198975
67,0.6708349585533142
68,0.6349844932556152
69,0.6017174124717712
70,0.5289724469184875
71,0.5193365216255188
72,0.5420153737068176
73,0.6679215431213379
74,0.5146579742431641
75,0.6705101132392883
76,0.581474244594574
77,0.6197216510772705
78,0.5940139293670654
79,0.43562036752700806
80,0.44643399119377136
81,0.6253091096878052
82,0.6306410431861877
83,0.5807421803474426
84,0.5512544512748718
85,0.6319913268089294
86,0.6101664304733276
87,0.5132697224617004
88,0.6294799447059631
89,0.6279543042182922
90,0.5201413035392761
91,0.4238095283508301
92,0.51397705078125
93,0.6716862916946411
94,0.6455830335617065
95,0.6232879161834717
96,0.6413994431495667
97,0.6437668800354004
98,0.5255656242370605
99,0.6001549363136292
100,0.5651533007621765
101,0.6608197093009949
102,0.3977726399898529
103,0.5054014325141907
104,0.46365857124328613
105,0.6169626712799072
106,0.6641842126846313
107,0.6753161549568176
108,0.577438235282898
109,0.5151780247688293
110,0.5394061803817749
111,0.5104039311408997
112,0.5907428860664368
113,0.6185183525085449
114,0.5545018911361694
115,0.6767581105232239
116,0.6046234965324402
117,0.49691635370254517
118,0.6679019331932068
119,0.6940600275993347
120,0.514870285987854
121,0.6798716187477112
122,0.5936115980148315
123,0.5546560287475586
124,0.6410369277000427
125,0.6353179812431335
126,0.6859162449836731
127,0.6911422610282898
128,0.46063292026519775
129,0.680353045463562
130,0.5162213444709778
131,0.5890563726425171
132,0.4576265811920166
133,0.5560033917427063
134,0.6817395091056824
